Word,genre,nombre,nblettres,nbsyll
sortilège,m,s,9,3
sortilèges,m,p,10,3
sortir,m,s,6,2
sortis,m,p,6,2
sorts,m,p,5,1
sosie,m,s,5,2
sosies,m,p,6,2
sot,m,s,3,1
sot,m,s,3,1
sots,m,p,4,1
sots,m,p,4,1
sou,m,s,3,1
soubassement,m,s,12,4
soubassements,m,p,13,4
soubresaut,m,s,10,3
soubresauts,m,p,11,3
souchet,m,s,7,2
souci,m,s,5,2
soucieux,m,,8,2
soucis,m,p,6,2
soucié,m,s,6,2
souciés,m,p,7,2
soudage,m,s,7,2
soudain,m,s,7,2
soudains,m,p,8,2
soudanais,m,,9,3
soudanais,m,,9,3
soudard,m,s,7,2
soudards,m,p,8,2
soudeur,m,s,7,2
soudeurs,m,p,8,2
soudoyé,m,s,7,3
soudoyés,m,p,8,3
soudé,m,s,5,2
soudé,m,s,5,2
soudés,m,p,6,2
soudés,m,p,6,2
souffert,m,s,8,2
soufferts,m,p,9,2
soufflages,m,p,10,2
soufflant,m,s,9,2
soufflant,m,s,9,2
soufflants,m,p,10,2
soufflants,m,p,10,2
souffle,m,s,7,1
soufflement,m,s,11,3
soufflements,m,p,12,3
souffles,m,p,8,1
soufflet,m,s,8,2
soufflets,m,p,9,2
souffleté,m,s,9,3
souffletés,m,p,10,3
souffleur,m,s,9,2
souffleurs,m,p,10,2
soufflé,m,s,7,2
soufflé,m,s,7,2
soufflé,m,s,7,2
soufflés,m,p,8,2
soufflés,m,p,8,2
soufflés,m,p,8,2
souffrant,m,s,9,2
souffrants,m,p,10,2
souffre-douleur,m,,15,4
souffreteux,m,,11,3
soufi,m,s,5,2
soufis,m,p,6,2
soufis,m,p,6,2
soufrages,m,p,9,2
soufre,m,s,6,1
soufré,m,s,6,2
soufrés,m,p,7,2
souhait,m,s,7,1
souhaits,m,p,8,1
souhaité,m,s,8,2
souhaités,m,p,9,2
souillage,m,s,9,2
souillé,m,s,7,2
souillés,m,p,8,2
souk,m,s,4,1
souks,m,p,5,1
soulageant,m,s,10,3
soulagement,m,s,11,4
soulagements,m,p,12,4
soulagé,m,s,7,3
soulagés,m,p,8,3
soule,m,s,5,1
soulevé,m,s,7,3
soulevé,m,s,7,3
soulevés,m,p,8,3
soulevés,m,p,8,3
soulier,m,s,7,2
souliers,m,p,8,2
souligné,m,s,8,3
soulignés,m,p,9,3
soulèvement,m,s,11,4
soulèvements,m,p,12,4
soumis,m,,6,2
soumis,m,,6,2
souper,m,s,6,2
soupers,m,p,7,2
soupesé,m,s,7,3
soupesés,m,p,8,3
soupeur,m,s,7,2
soupeurs,m,p,8,2
soupier,m,s,7,2
soupir,m,s,6,2
soupirail,m,s,9,3
soupirant,m,s,9,3
soupirants,m,p,10,3
soupiraux,m,p,9,3
soupirs,m,p,7,2
soupiré,m,s,7,3
soupçon,m,s,7,2
soupçonneux,m,,11,3
soupçonné,m,s,9,3
soupçonnés,m,p,10,3
soupçons,m,p,8,2
soupé,m,s,5,2
souqué,m,s,6,2
sourcier,m,s,8,2
sourciers,m,p,9,2
sourcil,m,s,7,2
sourcilleux,m,,11,3
sourcillé,m,s,9,3
sourcils,m,p,8,2
sourd,m,s,5,1
sourd,m,s,5,1
sourd-muet,m,s,10,2
sourd-muet,m,s,10,2
sourdingues,m,p,11,2
sourds,m,p,6,1
sourds,m,p,6,1
sourds-muets,m,p,12,2
sourds-muets,m,p,12,2
souri,m,s,5,2
souriant,m,s,8,2
souriants,m,p,9,2
souriceau,m,s,9,3
souriceaux,m,p,10,3
sourire,m,s,7,2
sourires,m,p,8,2
souris,m,s,6,2
sournois,m,,8,2
sournois,m,,8,2
sous,m,,4,1
sous-alimenté,m,s,13,5
sous-alimenté,m,s,13,5
sous-alimenté,m,s,13,5
sous-alimentés,m,p,14,5
sous-bois,m,,9,2
sous-chef,m,s,9,2
sous-chefs,m,p,10,2
sous-comité,m,s,11,4
sous-continent,m,s,14,4
sous-continents,m,p,15,4
sous-cul,m,s,8,2
sous-cutané,m,s,11,4
sous-cutanés,m,p,12,4
sous-diacre,m,s,11,2
sous-directeur,m,s,14,4
sous-directeurs,m,p,15,4
sous-développement,m,s,18,6
sous-développé,m,s,14,5
sous-développé,m,s,14,5
sous-développés,m,p,15,5
sous-développés,m,p,15,5
sous-effectif,m,s,13,4
sous-effectifs,m,p,14,4
sous-emploi,m,s,11,3
sous-ensemble,m,s,13,3
sous-entendu,m,s,12,4
sous-entendu,m,s,12,4
sous-entendu,m,s,12,4
sous-entendus,m,p,13,4
sous-entendus,m,p,13,4
sous-entendus,m,p,13,4
sous-espace,m,s,11,3
sous-estimé,m,s,11,4
sous-estimés,m,p,12,4
sous-exposé,m,s,11,4
sous-fifre,m,s,10,2
sous-fifres,m,p,11,2
sous-genre,m,s,10,2
sous-groupe,m,s,11,2
sous-homme,m,s,10,2
sous-hommes,m,p,11,2
sous-intendant,m,s,14,4
sous-intendants,m,p,15,4
sous-jacent,m,s,11,3
sous-jacents,m,p,12,3
sous-lieutenant,m,s,15,4
sous-lieutenants,m,p,16,4
sous-loué,m,s,9,2
sous-main,m,s,9,2
sous-marin,m,s,10,3
sous-marin,m,s,10,3
sous-marinier,m,s,13,4
sous-mariniers,m,p,14,4
sous-marins,m,p,11,3
sous-marins,m,p,11,3
sous-ministre,m,s,13,3
sous-off,m,s,8,2
sous-officier,m,s,13,4
sous-officiers,m,p,14,4
sous-offs,m,p,9,2
sous-ordre,m,s,10,2
sous-ordres,m,p,11,2
sous-payé,m,s,9,3
sous-payés,m,p,10,3
sous-pied,m,s,9,2
sous-pieds,m,p,10,2
sous-plat,m,s,9,2
sous-prieur,m,p,11,3
sous-produit,m,s,12,3
sous-produits,m,p,13,3
sous-programme,m,s,14,3
sous-programmes,m,p,15,3
sous-prolétariat,m,s,16,5
sous-préfet,m,s,11,3
sous-préfets,m,p,12,3
sous-pulls,m,p,10,2
sous-qualifié,m,s,13,4
sous-secrétaire,m,s,15,4
sous-secrétaires,m,p,16,4
sous-secrétariat,m,s,16,5
sous-secteur,m,s,12,3
sous-sol,m,s,8,2
sous-sols,m,p,9,2
sous-système,m,s,12,3
sous-tendu,m,s,10,3
sous-titrage,m,s,12,3
sous-titre,m,s,10,2
sous-titres,m,p,11,2
sous-titré,m,s,10,3
sous-titrés,m,p,11,3
sous-traitant,m,s,13,3
sous-traitants,m,p,14,3
sous-traités,m,p,12,3
sous-verge,m,,10,2
sous-verre,m,,10,2
sous-vêtement,m,s,13,4
sous-vêtements,m,p,14,4
sous-équipés,m,p,12,4
sous-évalué,m,s,11,4
souscripteur,m,s,12,3
souscripteurs,m,p,13,3
souscrit,m,s,8,2
souscrit,m,s,8,2
souscrits,m,p,9,2
souscrits,m,p,9,2
soussigné,m,s,9,3
soussignés,m,p,10,3
soussou,m,s,7,2
soustrait,m,s,9,2
soustraits,m,p,10,2
soutaché,m,s,8,3
soutachés,m,p,9,3
soutenant,m,s,9,3
souteneur,m,s,9,3
souteneurs,m,p,10,3
soutenu,m,s,7,3
soutenu,m,s,7,3
soutenus,m,p,8,3
soutenus,m,p,8,3
souterrain,m,s,10,3
souterrain,m,s,10,3
souterrains,m,p,11,3
souterrains,m,p,11,3
soutien,m,s,7,2
soutien-gorge,m,s,13,3
soutiens,m,p,8,2
soutiens-gorge,m,p,14,3
soutier,m,s,7,2
soutiers,m,p,8,2
soutif,m,s,6,2
soutifs,m,p,7,2
soutirage,m,s,9,3
soutiré,m,s,7,3
soutra,m,s,6,2
soutènement,m,s,11,4
souvenir,m,s,8,3
souvenirs,m,p,9,3
souvenu,m,s,7,3
souvenus,m,p,8,3
souverain,m,s,9,3
souverain,m,s,9,3
souverains,m,p,10,3
souverains,m,p,10,3
souvlaki,m,s,8,3
soviet,m,s,6,2
soviets,m,p,7,2
soviétisme,m,s,10,3
sovkhoze,m,s,8,2
sovkhozes,m,p,9,2
soya,m,s,4,2
soyeux,m,,6,2
soûl,m,s,4,1
soûlant,m,s,7,2
soûlard,m,s,7,2
soûlard,m,s,7,2
soûlards,m,p,8,2
soûlards,m,p,8,2
soûlaud,m,s,7,2
soûlauds,m,p,8,2
soûlot,m,s,6,2
soûlots,m,p,7,2
soûls,m,p,5,1
soûlé,m,s,5,2
soûlés,m,p,6,2
spa,m,s,3,1
spacieux,m,,8,2
spadassin,m,s,9,3
spadassins,m,p,10,3
spadille,m,s,8,2
spaghetti,m,s,9,3
spaghettis,m,p,10,3
spahi,m,s,5,2
spahis,m,p,6,2
spamming,m,s,8,2
sparadrap,m,s,9,3
sparadraps,m,p,10,3
sparring-partner,m,s,16,4
spartiates,m,p,10,2
spas,m,p,4,1
spasme,m,s,6,1
spasmes,m,p,7,1
spasmophile,m,s,11,3
spath,m,s,5,1
spatial,m,s,7,2
spatial,m,s,7,2
spatiaux,m,p,8,2
spatio-temporel,m,s,15,5
spatiotemporel,m,s,14,5
spatulés,m,p,8,3
speakeasy,m,s,9,3
speaker,m,s,7,2
speakers,m,p,8,2
species,m,,7,2
spectacle,m,s,9,2
spectacles,m,p,10,2
spectateur,m,s,10,3
spectateurs,m,p,11,3
spectral,m,s,8,2
spectraux,m,p,9,2
spectre,m,s,7,1
spectres,m,p,8,1
spectrogramme,m,s,13,3
spectrographe,m,s,13,3
spectrohéliographe,m,s,18,5
spectromètre,m,s,12,3
spectrophotomètre,m,s,17,5
spectroscope,m,s,12,3
speech,m,s,6,1
speed,m,s,5,1
speedé,m,s,6,2
speedé,m,s,6,2
speedés,m,p,7,2
speedés,m,p,7,2
spencer,m,s,7,2
spencers,m,p,8,2
spermaceti,m,s,10,4
spermato,m,s,8,3
spermatos,m,p,9,3
spermatozoïde,m,s,13,5
spermatozoïdes,m,p,14,5
sperme,m,s,6,1
spermes,m,p,7,1
spermicide,m,s,10,3
spermogramme,m,s,12,3
spermophiles,m,p,12,3
sphincter,m,s,9,2
sphincters,m,p,10,2
sphinx,m,,6,1
sphygmomanomètre,m,s,16,5
sphéroïde,m,s,9,3
sphéroïdes,m,p,10,3
spi,m,s,3,1
spic,m,s,4,1
spica,m,s,5,2
spics,m,p,5,1
spicules,m,p,8,2
spider,m,s,6,2
spin,m,s,4,1
spina-bifida,m,s,12,5
spina-ventosa,m,s,13,5
spinal,m,s,6,2
spinaux,m,p,7,2
spinnaker,m,s,9,3
spinnakers,m,p,10,3
spinozisme,m,s,10,3
spiralé,m,s,7,3
spiralés,m,p,8,3
spiritisme,m,s,10,3
spiritualisme,m,s,13,4
spiritualisé,m,s,12,5
spirituel,m,s,9,3
spirituel,m,s,9,3
spirituels,m,p,10,3
spirituels,m,p,10,3
spiritueux,m,,10,3
spiritueux,m,,10,3
spirochète,m,s,10,3
spirographe,m,s,11,3
spiromètres,m,p,11,3
spitz,m,s,5,1
spleen,m,s,6,1
spleens,m,p,7,1
splénique,m,s,9,2
spoiler,m,s,7,2
spolié,m,s,6,2
spolié,m,s,6,2
spoliés,m,p,7,2
spondées,m,p,8,2
spongieux,m,,9,2
sponsor,m,s,7,2
sponsoring,m,s,10,3
sponsorisé,m,s,10,4
sponsorisé,m,s,10,4
sponsorisés,m,p,11,4
sponsors,m,p,8,2
spontané,m,s,8,3
spontanés,m,p,9,3
spoon,m,s,5,1
sport,m,s,5,1
sportif,m,s,7,2
sportif,m,s,7,2
sportifs,m,p,8,2
sportifs,m,p,8,2
sports,m,p,6,1
sportsman,m,s,9,2
sportsmen,m,p,9,2
sportswear,m,s,10,2
spot,m,s,4,1
spots,m,p,5,1
spoutnik,m,s,8,2
spoutniks,m,p,9,2
sprat,m,s,5,1
sprats,m,p,6,1
spray,m,s,5,1
sprays,m,p,6,1
sprechgesang,m,s,12,3
spring,m,s,6,1
springer,m,s,8,2
sprinkler,m,s,9,2
sprinklers,m,p,10,2
sprint,m,s,6,1
sprinter,m,s,8,2
sprinters,m,p,9,2
sprinteur,m,s,9,2
sprinteurs,m,p,10,2
sprints,m,p,7,1
spruce,m,s,6,1
spumescent,m,s,10,3
spécial,m,s,7,2
spécialisé,m,s,10,4
spécialisé,m,s,10,4
spécialisés,m,p,11,4
spécialisés,m,p,11,4
spéciaux,m,p,8,2
spécieux,m,,8,2
spécifié,m,s,8,3
spécifié,m,s,8,3
spécifiés,m,p,9,3
spécimen,m,s,8,3
spécimens,m,p,9,3
spéculateur,m,s,11,4
spéculateurs,m,p,12,4
spéculatif,m,s,10,4
spéculatifs,m,p,11,4
spéculoos,m,,9,3
spéculum,m,s,8,3
spéculé,m,s,7,3
squale,m,s,6,1
squales,m,p,7,1
squameux,m,s,8,2
square,m,s,6,1
squares,m,p,7,1
squash,m,s,6,1
squat,m,s,5,1
squats,m,p,6,1
squatter,m,s,8,2
squatters,m,p,9,2
squatteur,m,s,9,2
squatteur,m,s,9,2
squatteurs,m,p,10,2
squatté,m,s,7,2
squattérisé,m,s,11,4
squattés,m,p,8,2
squeeze,m,s,7,1
squelette,m,s,9,2
squelettes,m,p,10,2
squire,m,s,6,1
squires,m,p,7,1
sri lankais,m,,11,3
sri lankais,m,,11,3
stabat mater,m,,12,4
stabilisant,m,s,11,4
stabilisateur,m,s,13,5
stabilisateur,m,s,13,5
stabilisateurs,m,p,14,5
stabilisateurs,m,p,14,5
stabilisé,m,s,9,4
stabilisé,m,s,9,4
stabilisés,m,p,10,4
stabilisés,m,p,10,4
staccato,m,s,8,3
stade,m,s,5,1
stades,m,p,6,1
stadium,m,s,7,2
staff,m,s,5,1
staffs,m,p,6,1
stage,m,s,5,1
stages,m,p,6,1
stagnant,m,s,8,2
stagné,m,s,6,2
stalag,m,s,6,2
stalags,m,p,7,2
stalinien,m,s,9,3
stalinien,m,s,9,3
staliniens,m,p,10,3
staliniens,m,p,10,3
stalinisme,m,s,10,3
stand,m,s,5,1
stand-by,m,,8,2
standard,m,s,8,2
standardisé,m,s,11,4
standardisé,m,s,11,4
standardisés,m,p,12,4
standards,m,p,9,2
standing,m,s,8,2
stands,m,p,6,1
staphylococcique,m,s,16,5
staphylocoque,m,s,13,4
staphylocoques,m,p,14,4
star-system,m,s,11,3
staroste,m,s,8,2
starter,m,s,7,2
stat,m,s,4,1
statices,m,p,8,2
stationnement,m,s,13,4
stationnements,m,p,14,4
stationné,m,s,9,3
stationnés,m,p,10,3
statisticien,m,s,12,4
statu quo,m,s,9,3
statufié,m,s,8,3
statufiés,m,p,9,3
staturo-pondéral,m,s,16,6
status,m,,6,2
statut,m,s,6,2
statuts,m,p,7,2
statué,m,s,6,2
statère,m,s,7,2
statères,m,p,8,2
stayer,m,s,6,2
steak,m,s,5,1
steaks,m,p,6,1
steamboat,m,s,9,2
steamer,m,s,7,2
steamers,m,p,8,2
steeple,m,s,7,1
steeple-chase,m,s,13,3
steeples,m,p,8,1
stem,m,s,4,1
stencil,m,s,7,2
stendhalien,m,s,11,3
stendhalien,m,s,11,3
stentor,m,s,7,2
stentors,m,p,8,2
stepper,m,s,7,2
steppers,m,p,8,2
stercoraire,m,s,11,3
stercoraires,m,p,12,3
sterling,m,s,8,2
sternal,m,s,7,2
sterno-cléido-mastoïdien,m,s,24,9
sternum,m,s,7,2
stetson,m,s,7,2
steward,m,s,7,2
stick,m,s,5,1
sticker,m,s,7,2
sticks,m,p,6,1
stigma,m,s,6,2
stigmate,m,s,8,2
stigmates,m,p,9,2
stigmatisé,m,s,10,4
stigmatisé,m,s,10,4
stigmatisés,m,p,11,4
stigmatisés,m,p,11,4
stilton,m,s,7,2
stimulant,m,s,9,3
stimulant,m,s,9,3
stimulants,m,p,10,3
stimulants,m,p,10,3
stimulateur,m,s,11,4
stimuli,m,p,7,3
stimulus,m,,8,3
stimulus-réponse,m,,16,5
stimulé,m,s,7,3
stimulés,m,p,8,3
stipendiés,m,p,10,3
stipendiés,m,p,10,3
stipes,m,p,6,1
stipulant,m,s,9,3
stipulé,m,s,7,3
stipulé,m,s,7,3
stipulés,m,p,8,3
stochastique,m,s,12,3
stock,m,s,5,1
stock-car,m,s,9,2
stock-cars,m,p,10,2
stockage,m,s,8,2
stockages,m,p,9,2
stocks,m,p,6,1
stocké,m,s,6,2
stockés,m,p,7,2
stoker,m,s,6,2
stokes,m,,6,1
stomacal,m,s,8,3
stomacaux,m,p,9,3
stomates,m,p,8,2
stomoxys,m,,8,3
stop,m,s,4,1
stoppage,m,s,8,2
stoppeur,m,s,8,2
stoppeurs,m,p,9,2
stoppé,m,s,6,2
stoppés,m,p,7,2
stops,m,p,5,1
storage,m,s,7,2
store,m,s,5,1
stores,m,p,6,1
story board,m,s,11,3
story-board,m,s,11,3
story-boards,m,p,12,3
stout,m,s,5,1
stoïcien,m,s,8,3
stoïcien,m,s,8,3
stoïciens,m,p,9,3
stoïcisme,m,s,9,3
strabisme,m,s,9,2
strabismes,m,p,10,2
stradivarius,m,,12,4
stramonium,m,s,10,3
strangulé,m,s,9,3
strapontin,m,s,10,3
strapontins,m,p,11,3
strasbourgeois,m,s,14,3
strass,m,,6,1
stratagème,m,s,10,3
stratagèmes,m,p,11,3
stratifié,m,s,9,3
stratosphérique,m,s,15,4
stratus,m,,7,2
stratège,m,s,8,2
stratèges,m,p,9,2
strelitzia,m,s,10,3
streptocoque,m,s,12,3
stress,m,,6,1
stressant,m,s,9,2
stressants,m,p,10,2
stressé,m,s,7,2
stressés,m,p,8,2
stretch,m,s,7,1
stretching,m,s,10,2
strict,m,s,6,1
stricts,m,p,7,1
strident,m,s,8,2
stridents,m,p,9,2
stridor,m,s,7,2
string,m,s,6,1
strings,m,p,7,1
strip,m,s,5,1
strip-poker,m,s,11,3
strip-tease,m,s,11,2
strip-teases,m,p,12,2
strip-teaseur,m,s,13,3
strip-teaseurs,m,p,14,3
striptease,m,s,10,2
strié,m,s,5,2
strié,m,s,5,2
striés,m,p,6,2
striés,m,p,6,2
stroboscope,m,s,11,3
stroboscopique,m,s,14,4
strontium,m,s,9,2
stropiats,m,p,9,2
structural,m,s,10,3
structuralisme,m,s,14,4
structuralistes,m,p,15,4
structuraux,m,p,11,3
structurel,m,s,10,3
structurels,m,p,11,3
structuré,m,s,9,3
structuré,m,s,9,3
structurés,m,p,10,3
strudel,m,s,7,2
strudels,m,p,8,2
struggle for life,m,,17,4
strychnos,m,,9,2
stuc,m,s,4,1
stucs,m,p,5,1
studieux,m,,8,2
studio,m,s,6,2
studiolo,m,s,8,3
studios,m,p,7,2
stuka,m,s,5,2
stukas,m,p,6,2
stup,m,s,4,1
stupas,m,p,6,2
stupre,m,s,6,1
stups,m,p,5,1
stupéfait,m,s,9,3
stupéfaits,m,p,10,3
stupéfiant,m,s,10,3
stupéfiant,m,s,10,3
stupéfiants,m,p,11,3
stupéfiants,m,p,11,3
stupéfié,m,s,8,3
stupéfiés,m,p,9,3
stygien,m,s,7,2
style,m,s,5,1
styles,m,p,6,1
stylet,m,s,6,2
stylets,m,p,7,2
stylisme,m,s,8,2
stylistique,m,s,11,3
stylisé,m,s,7,3
stylisés,m,p,8,3
stylite,m,s,7,2
stylo,m,s,5,2
stylo-bille,m,s,11,3
stylo-feutre,m,s,12,3
stylobille,m,s,10,3
stylographe,m,s,11,3
stylographes,m,p,12,3
stylomine,m,s,9,3
stylos,m,p,6,2
stylos-feutres,m,p,14,3
stylé,m,s,5,2
stylé,m,s,5,2
stylés,m,p,6,2
stylés,m,p,6,2
styrax,m,,6,2
styrène,m,s,7,2
stère,m,s,5,1
stères,m,p,6,1
stéarate,m,s,8,3
stéatopyges,m,p,11,4
stégosaure,m,s,10,3
sténographique,m,s,14,4
sténographiques,m,p,15,4
sténopé,m,s,7,3
sténopés,m,p,8,3
stéphanois,m,,10,3
stérilet,m,s,8,3
stérilisant,m,s,11,4
stérilisateur,m,s,13,5
stérilisé,m,s,9,4
stérilisé,m,s,9,4
stérilisés,m,p,10,4
stérilisés,m,p,10,4
stéroïde,m,s,8,3
stéréophonique,m,s,14,5
stéréoscope,m,s,11,4
stéréotype,m,s,10,4
stéréotypes,m,p,11,4
stéréotypé,m,s,10,5
stéréotypé,m,s,10,5
stéréotypés,m,p,11,5
stéréotypés,m,p,11,5
stéthoscope,m,s,11,3
stéthoscopes,m,p,12,3
su,m,s,2,1
su,m,s,2,1
suaire,m,s,6,1
suaires,m,p,7,1
suant,m,s,5,1
suants,m,p,6,1
sub-claquant,m,s,12,3
sub-espace,m,s,10,3
sub-normaux,m,p,11,3
sub-vocal,m,s,9,3
sub-zéro,m,s,8,3
subconscient,m,s,12,3
subconscient,m,s,12,3
subconscients,m,p,13,3
subconscients,m,p,13,3
subdivisé,m,s,9,4
subdivisés,m,p,10,4
suber,m,s,5,2
subi,m,s,4,2
subis,m,p,5,2
subit,m,s,5,2
subits,m,p,6,2
subjectif,m,s,9,3
subjectifs,m,p,10,3
subjectivisme,m,s,13,4
subjectiviste,m,s,13,4
subjonctif,m,s,10,3
subjonctifs,m,p,11,3
subjugué,m,s,8,3
subjugués,m,p,9,3
subliminal,m,s,10,4
subliminaux,m,p,11,4
sublimé,m,s,7,3
sublimé,m,s,7,3
sublimés,m,p,8,3
sublimés,m,p,8,3
sublingual,m,s,10,3
sublinguaux,m,p,11,3
submergé,m,s,8,3
submergé,m,s,8,3
submergés,m,p,9,3
submergés,m,p,9,3
submersible,m,s,11,3
submersible,m,s,11,3
submersibles,m,p,12,3
subodoré,m,s,8,4
subodorés,m,p,9,4
subordonné,m,s,10,4
subordonné,m,s,10,4
subordonné,m,s,10,4
subordonnés,m,p,11,4
subordonnés,m,p,11,4
subordonnés,m,p,11,4
suborneur,m,s,9,3
suborneurs,m,p,10,3
suborné,m,s,7,3
subornés,m,p,8,3
subreptices,m,p,11,3
subrogé,m,s,7,3
subrécargue,m,s,11,3
subside,m,s,7,2
subsides,m,p,8,2
subsistant,m,s,10,3
subsistants,m,p,11,3
subsisté,m,s,8,3
substantiel,m,s,11,3
substantiels,m,p,12,3
substantif,m,s,10,3
substantif,m,s,10,3
substantifs,m,p,11,3
substantifs,m,p,11,3
substitut,m,s,9,3
substituts,m,p,10,3
substitué,m,s,9,3
substitués,m,p,10,3
substrat,m,s,8,2
substratum,m,s,10,3
subséquent,m,s,10,3
subséquents,m,p,11,3
subterfuge,m,s,10,3
subterfuges,m,p,11,3
subtil,m,s,6,2
subtilisé,m,s,9,4
subtilisés,m,p,10,4
subtils,m,p,7,2
subtropical,m,s,11,4
suburbain,m,s,9,3
suburbains,m,p,10,3
subventionné,m,s,12,4
subventionné,m,s,12,4
subventionnés,m,p,13,4
subventionnés,m,p,13,4
subvenu,m,s,7,3
subversif,m,s,9,3
subversifs,m,p,10,3
suc,m,s,3,1
successeur,m,s,10,3
successeurs,m,p,11,3
successif,m,s,9,3
successifs,m,p,10,3
successoral,m,s,11,4
succinct,m,s,8,2
succombé,m,s,8,3
succube,m,s,7,2
succubes,m,p,8,2
succulent,m,s,9,3
succulents,m,p,10,3
succès,m,,6,2
succédané,m,s,9,4
succédanés,m,p,10,4
succédé,m,s,7,3
suceur,m,s,6,2
suceur,m,s,6,2
suceurs,m,p,7,2
suceurs,m,p,7,2
sucre,m,s,5,1
sucres,m,p,6,1
sucrier,m,s,7,3
sucrier,m,s,7,3
sucriers,m,p,8,3
sucrins,m,p,7,2
sucré,m,s,5,2
sucré,m,s,5,2
sucré,m,s,5,2
sucrés,m,p,6,2
sucrés,m,p,6,2
sucrés,m,p,6,2
sucs,m,p,4,1
sucé,m,s,4,2
sucés,m,p,5,2
sud,m,s,3,1
sud-africain,m,s,12,4
sud-africain,m,s,12,4
sud-africains,m,p,13,4
sud-africains,m,p,13,4
sud-américain,m,s,13,5
sud-américain,m,s,13,5
sud-américains,m,p,14,5
sud-américains,m,p,14,5
sud-coréen,m,s,10,4
sud-coréen,m,s,10,4
sud-coréens,m,p,11,4
sud-est,m,,7,2
sud-ouest,m,,9,2
sud-sud-est,m,s,11,3
sud-vietnamien,m,s,14,4
sud-vietnamien,m,s,14,4
sud-vietnamiens,m,p,15,4
sud-vietnamiens,m,p,15,4
sudètes,m,p,7,2
suffi,m,s,5,2
suffisant,m,s,9,3
suffisants,m,p,10,3
suffixes,m,p,8,2
suffocant,m,s,9,3
suffocants,m,p,10,3
suffoqué,m,s,8,3
suffoqués,m,p,9,3
suffrage,m,s,8,2
suffrages,m,p,9,2
suffète,m,s,7,2
suggestif,m,s,9,3
suggestifs,m,p,10,3
suggestionné,m,s,12,4
suggéré,m,s,7,3
suggérés,m,p,8,3
sui,m,s,3,1
sui generis,m,p,11,5
suicidant,m,s,9,3
suicidants,m,p,10,3
suicide,m,s,7,2
suicides,m,p,8,2
suicidé,m,s,7,3
suicidé,m,s,7,3
suicidé,m,s,7,3
suicidés,m,p,8,3
suicidés,m,p,8,3
suicidés,m,p,8,3
suif,m,s,4,1
suiffard,m,s,8,2
suiffeux,m,,8,2
suiffé,m,s,6,2
suiffés,m,p,7,2
suifés,m,p,6,2
suint,m,s,5,1
suintant,m,s,8,2
suintants,m,p,9,2
suintement,m,s,10,3
suintements,m,p,11,3
suinté,m,s,6,2
suivant,m,s,7,2
suivant,m,s,7,2
suivants,m,p,8,2
suivants,m,p,8,2
suiveur,m,s,7,2
suiveurs,m,p,8,2
suiveurs,m,p,8,2
suivez-moi-jeune-homme,m,s,22,5
suivi,m,s,5,2
suivi,m,s,5,2
suivi,m,s,5,2
suivis,m,p,6,2
suivis,m,p,6,2
suivis,m,p,6,2
sujet,m,s,5,2
sujet,m,s,5,2
sujets,m,p,6,2
sujets,m,p,6,2
sulfamide,m,s,9,3
sulfamides,m,p,10,3
sulfatages,m,p,10,3
sulfate,m,s,7,2
sulfates,m,p,8,2
sulfaté,m,s,7,3
sulfhydrique,m,s,12,3
sulfite,m,s,7,2
sulfonate,m,s,9,3
sulfonés,m,p,8,3
sulfure,m,s,7,2
sulfures,m,p,8,2
sulfureux,m,,9,3
sulfurique,m,s,10,3
sulfurisé,m,s,9,4
sulfuré,m,s,7,3
sulky,m,s,5,2
sulpicien,m,s,9,3
sultan,m,s,6,2
sultanat,m,s,8,3
sultans,m,p,7,2
sumac,m,s,5,2
summum,m,s,6,2
sumo,m,s,4,2
sumérien,m,s,8,3
sumérien,m,s,8,3
sunlight,m,s,8,2
sunlights,m,p,9,2
super,m,s,5,2
super-espion,m,s,12,4
super-grands,m,p,12,3
supercalculateur,m,s,16,6
supercarburant,m,s,14,5
superchampion,m,s,13,4
superchampions,m,p,14,4
superficiel,m,s,11,4
superficiels,m,p,12,4
superfin,m,s,8,3
superflu,m,s,8,3
superflu,m,s,8,3
superflus,m,p,9,3
superflus,m,p,9,3
supergrand,m,s,10,3
superintendant,m,s,14,5
superintendants,m,p,15,5
superlatif,m,s,10,4
superlatifs,m,p,11,4
superman,m,,8,3
supermarché,m,s,11,4
supermarchés,m,p,12,4
supermen,m,p,8,3
superordinateur,m,s,15,6
superphosphates,m,p,15,4
superposables,m,p,13,4
superposé,m,s,9,4
superposé,m,s,9,4
superposés,m,p,10,4
superposés,m,p,10,4
superpouvoirs,m,p,13,4
superpuissant,m,s,13,4
superpuissants,m,p,14,4
supers,m,p,6,2
supersonique,m,s,12,4
supersoniques,m,p,13,4
superstitieux,m,,13,4
superstitieux,m,,13,4
supertanker,m,s,11,4
superviseur,m,s,11,4
superviseurs,m,p,12,4
supervisé,m,s,9,4
supervisés,m,p,10,4
supin,m,s,5,2
supplanté,m,s,9,3
suppliant,m,s,9,3
suppliants,m,p,10,3
supplice,m,s,8,2
supplices,m,p,9,2
suppliciant,m,s,11,3
supplicié,m,s,9,3
supplicié,m,s,9,3
supplicié,m,s,9,3
suppliciés,m,p,10,3
suppliciés,m,p,10,3
suppliciés,m,p,10,3
supplié,m,s,7,3
suppliés,m,p,8,3
suppléant,m,s,9,3
suppléant,m,s,9,3
suppléants,m,p,10,3
suppléants,m,p,10,3
supplément,m,s,10,3
